first_name,last_name,position,hourly_rate,hours_worked,salary
Shayne,,Staff,15.0,160,2400.0
Shelby,,Staff,15.0,160,2400.0
Sheldon,,Staff,15.0,160,2400.0
Shelton,,Staff,15.0,160,2400.0
Sherman,,Staff,15.0,160,2400.0
Sherwood,,Staff,15.0,160,2400.0
Shirley,,Staff,15.0,160,2400.0
Shon,,Staff,15.0,160,2400.0
Sid,,Staff,15.0,160,2400.0
Sidney,,Staff,15.0,160,2400.0
Silas,,Staff,15.0,160,2400.0
Simon,,Staff,15.0,160,2400.0
Sol,,Staff,15.0,160,2400.0
Solomon,,Staff,15.0,160,2400.0
Son,,Staff,15.0,160,2400.0
Sonny,,Staff,15.0,160,2400.0
Spencer,,Staff,15.0,160,2400.0
Stacey,,Staff,15.0,160,2400.0
Stacy,,Staff,15.0,160,2400.0
Stan,,Staff,15.0,160,2400.0
Stanford,,Staff,15.0,160,2400.0
Stanley,,Staff,15.0,160,2400.0
Stanton,,Staff,15.0,160,2400.0
Stefan,,Staff,15.0,160,2400.0
Stephan,,Staff,15.0,160,2400.0
Stephen,,Staff,15.0,160,2400.0
Sterling,,Staff,15.0,160,2400.0
Steve,,Staff,15.0,160,2400.0
Steven,,Staff,15.0,160,2400.0
Stevie,,Staff,15.0,160,2400.0
Stewart,,Staff,15.0,160,2400.0
Stuart,,Staff,15.0,160,2400.0
Sung,,Staff,15.0,160,2400.0
Sydney,,Staff,15.0,160,2400.0
Sylvester,,Staff,15.0,160,2400.0
Tad,,Staff,15.0,160,2400.0
Tanner,,Staff,15.0,160,2400.0
Taylor,,Staff,15.0,160,2400.0
Ted,,Staff,15.0,160,2400.0
Teddy,,Staff,15.0,160,2400.0
Teodoro,,Staff,15.0,160,2400.0
Terence,,Staff,15.0,160,2400.0
Terrance,,Staff,15.0,160,2400.0
Terrell,,Staff,15.0,160,2400.0
Terrence,,Staff,15.0,160,2400.0
Terry,,Staff,15.0,160,2400.0
Thad,,Staff,15.0,160,2400.0
Thaddeus,,Staff,15.0,160,2400.0
Thanh,,Staff,15.0,160,2400.0
Theo,,Staff,15.0,160,2400.0
Theodore,,Staff,15.0,160,2400.0
Theron,,Staff,15.0,160,2400.0
Thomas,,Staff,15.0,160,2400.0
Thurman,,Staff,15.0,160,2400.0
Tim,,Staff,15.0,160,2400.0
Timmy,,Staff,15.0,160,2400.0
Timothy,,Staff,15.0,160,2400.0
Titus,,Staff,15.0,160,2400.0
Tobias,,Staff,15.0,160,2400.0
Toby,,Staff,15.0,160,2400.0
Tod,,Staff,15.0,160,2400.0
Todd,,Staff,15.0,160,2400.0
Tom,,Staff,15.0,160,2400.0
Tomas,,Staff,15.0,160,2400.0
Tommie,,Staff,15.0,160,2400.0
Tommy,,Staff,15.0,160,2400.0
Toney,,Staff,15.0,160,2400.0
Tony,,Staff,15.0,160,2400.0
Tory,,Staff,15.0,160,2400.0
Tracey,,Staff,15.0,160,2400.0
Tracy,,Staff,15.0,160,2400.0
Travis,,Staff,15.0,160,2400.0
Trent,,Staff,15.0,160,2400.0
Trenton,,Staff,15.0,160,2400.0
Trevor,,Staff,15.0,160,2400.0
Trey,,Staff,15.0,160,2400.0
Trinidad,,Staff,15.0,160,2400.0
Tristan,,Staff,15.0,160,2400.0
Troy,,Staff,15.0,160,2400.0
Truman,,Staff,15.0,160,2400.0
Tuan,,Staff,15.0,160,2400.0
Ty,,Staff,15.0,160,2400.0
Tyler,,Staff,15.0,160,2400.0
Tyree,,Staff,15.0,160,2400.0
Tyrell,,Staff,15.0,160,2400.0
Tyron,,Staff,15.0,160,2400.0
Tyrone,,Staff,15.0,160,2400.0
Tyson,,Staff,15.0,160,2400.0
Ulysses,,Staff,15.0,160,2400.0
Val,,Staff,15.0,160,2400.0
Valentin,,Staff,15.0,160,2400.0
Valentine,,Staff,15.0,160,2400.0
Van,,Staff,15.0,160,2400.0
Vance,,Staff,15.0,160,2400.0
Vaughn,,Staff,15.0,160,2400.0
Vern,,Staff,15.0,160,2400.0
Vernon,,Staff,15.0,160,2400.0
Vicente,,Staff,15.0,160,2400.0
Victor,,Staff,15.0,160,2400.0
Vince,,Staff,15.0,160,2400.0
Vincent,,Staff,15.0,160,2400.0
Vincenzo,,Staff,15.0,160,2400.0
Virgil,,Staff,15.0,160,2400.0
Virgilio,,Staff,15.0,160,2400.0
Vito,,Staff,15.0,160,2400.0
Von,,Staff,15.0,160,2400.0
Wade,,Staff,15.0,160,2400.0
Waldo,,Staff,15.0,160,2400.0
Walker,,Staff,15.0,160,2400.0
Wallace,,Staff,15.0,160,2400.0
Wally,,Staff,15.0,160,2400.0
Walter,,Staff,15.0,160,2400.0
Walton,,Staff,15.0,160,2400.0
Ward,,Staff,15.0,160,2400.0
Warner,,Staff,15.0,160,2400.0
Warren,,Staff,15.0,160,2400.0
Waylon,,Staff,15.0,160,2400.0
Wayne,,Staff,15.0,160,2400.0
Weldon,,Staff,15.0,160,2400.0
Wendell,,Staff,15.0,160,2400.0
Werner,,Staff,15.0,160,2400.0
Wes,,Staff,15.0,160,2400.0
Wesley,,Staff,15.0,160,2400.0
Weston,,Staff,15.0,160,2400.0
Whitney,,Staff,15.0,160,2400.0
Wilber,,Staff,15.0,160,2400.0
Wilbert,,Staff,15.0,160,2400.0
Wilbur,,Staff,15.0,160,2400.0
Wilburn,,Staff,15.0,160,2400.0
Wiley,,Staff,15.0,160,2400.0
Wilford,,Staff,15.0,160,2400.0
Wilfred,,Staff,15.0,160,2400.0
Wilfredo,,Staff,15.0,160,2400.0
Will,,Staff,15.0,160,2400.0
Willard,,Staff,15.0,160,2400.0
William,,Staff,15.0,160,2400.0
Williams,,Staff,15.0,160,2400.0
Willian,,Staff,15.0,160,2400.0
Willie,,Staff,15.0,160,2400.0
Willis,,Staff,15.0,160,2400.0
Willy,,Staff,15.0,160,2400.0
Wilmer,,Staff,15.0,160,2400.0
Wilson,,Staff,15.0,160,2400.0
Wilton,,Staff,15.0,160,2400.0
Winford,,Staff,15.0,160,2400.0
Winfred,,Staff,15.0,160,2400.0
Winston,,Staff,15.0,160,2400.0
Wm,,Staff,15.0,160,2400.0
Woodrow,,Staff,15.0,160,2400.0
Wyatt,,Staff,15.0,160,2400.0
Xavier,,Staff,15.0,160,2400.0
Yong,,Staff,15.0,160,2400.0
Young,,Staff,15.0,160,2400.0
Zachariah,,Staff,15.0,160,2400.0
Zachary,,Staff,15.0,160,2400.0
Zachery,,Staff,15.0,160,2400.0
Zack,,Staff,15.0,160,2400.0
Zackary,,Staff,15.0,160,2400.0
Zane,,Staff,15.0,160,2400.0
Aaron,,Staff,15.0,160,2400.0
Abbey,,Staff,15.0,160,2400.0
Abbie,,Staff,15.0,160,2400.0
Abby,,Staff,15.0,160,2400.0
Abigail,,Staff,15.0,160,2400.0
Ada,,Staff,15.0,160,2400.0
Adah,,Staff,15.0,160,2400.0
Adaline,,Staff,15.0,160,2400.0
Adam,,Staff,15.0,160,2400.0
Addie,,Staff,15.0,160,2400.0
Adela,,Staff,15.0,160,2400.0
Adelaida,,Staff,15.0,160,2400.0
Adelaide,,Staff,15.0,160,2400.0
Adele,,Staff,15.0,160,2400.0
Adelia,,Staff,15.0,160,2400.0
Adelina,,Staff,15.0,160,2400.0
Adeline,,Staff,15.0,160,2400.0
Adell,,Staff,15.0,160,2400.0
Adella,,Staff,15.0,160,2400.0
Adelle,,Staff,15.0,160,2400.0
Adena,,Staff,15.0,160,2400.0
Adina,,Staff,15.0,160,2400.0
Adria,,Staff,15.0,160,2400.0
Adrian,,Staff,15.0,160,2400.0
Adriana,,Staff,15.0,160,2400.0
Adriane,,Staff,15.0,160,2400.0
Adrianna,,Staff,15.0,160,2400.0
Adrianne,,Staff,15.0,160,2400.0
Adrien,,Staff,15.0,160,2400.0
Adriene,,Staff,15.0,160,2400.0
Adrienne,,Staff,15.0,160,2400.0
Afton,,Staff,15.0,160,2400.0
Agatha,,Staff,15.0,160,2400.0
Agnes,,Staff,15.0,160,2400.0
Agnus,,Staff,15.0,160,2400.0
Agripina,,Staff,15.0,160,2400.0
Agueda,,Staff,15.0,160,2400.0
Agustina,,Staff,15.0,160,2400.0
Ai,,Staff,15.0,160,2400.0
Aida,,Staff,15.0,160,2400.0
Aide,,Staff,15.0,160,2400.0
Aiko,,Staff,15.0,160,2400.0
Aileen,,Staff,15.0,160,2400.0
Ailene,,Staff,15.0,160,2400.0
Aimee,,Staff,15.0,160,2400.0
Aisha,,Staff,15.0,160,2400.0
Aja,,Staff,15.0,160,2400.0
Akiko,,Staff,15.0,160,2400.0
Akilah,,Staff,15.0,160,2400.0
Alaina,,Staff,15.0,160,2400.0
Alaine,,Staff,15.0,160,2400.0
Alana,,Staff,15.0,160,2400.0
Alane,,Staff,15.0,160,2400.0
Alanna,,Staff,15.0,160,2400.0
Alayna,,Staff,15.0,160,2400.0
Alba,,Staff,15.0,160,2400.0
Albert,,Staff,15.0,160,2400.0
Alberta,,Staff,15.0,160,2400.0
Albertha,,Staff,15.0,160,2400.0
Albertina,,Staff,15.0,160,2400.0
Albertine,,Staff,15.0,160,2400.0
Albina,,Staff,15.0,160,2400.0
Alda,,Staff,15.0,160,2400.0
Alease,,Staff,15.0,160,2400.0
Alecia,,Staff,15.0,160,2400.0
Aleen,,Staff,15.0,160,2400.0
Aleida,,Staff,15.0,160,2400.0
Aleisha,,Staff,15.0,160,2400.0
Alejandra,,Staff,15.0,160,2400.0
Alejandrina,,Staff,15.0,160,2400.0
Alena,,Staff,15.0,160,2400.0
Alene,,Staff,15.0,160,2400.0
Alesha,,Staff,15.0,160,2400.0
Aleshia,,Staff,15.0,160,2400.0
Alesia,,Staff,15.0,160,2400.0
Alessandra,,Staff,15.0,160,2400.0
Aleta,,Staff,15.0,160,2400.0
Aletha,,Staff,15.0,160,2400.0
Alethea,,Staff,15.0,160,2400.0
Alethia,,Staff,15.0,160,2400.0
Alex,,Staff,15.0,160,2400.0
Alexa,,Staff,15.0,160,2400.0
Alexander,,Staff,15.0,160,2400.0
Alexandra,,Staff,15.0,160,2400.0
Alexandria,,Staff,15.0,160,2400.0
Alexia,,Staff,15.0,160,2400.0
Alexis,,Staff,15.0,160,2400.0
Alfreda,,Staff,15.0,160,2400.0
Alfredia,,Staff,15.0,160,2400.0
Ali,,Staff,15.0,160,2400.0
Alia,,Staff,15.0,160,2400.0
Alica,,Staff,15.0,160,2400.0
Alice,,Staff,15.0,160,2400.0
Alicia,,Staff,15.0,160,2400.0
Alida,,Staff,15.0,160,2400.0
Alina,,Staff,15.0,160,2400.0
Aline,,Staff,15.0,160,2400.0
Alisa,,Staff,15.0,160,2400.0
Alise,,Staff,15.0,160,2400.0
Alisha,,Staff,15.0,160,2400.0
Alishia,,Staff,15.0,160,2400.0
Alisia,,Staff,15.0,160,2400.0
Alison,,Staff,15.0,160,2400.0
Alissa,,Staff,15.0,160,2400.0
Alita,,Staff,15.0,160,2400.0
Alix,,Staff,15.0,160,2400.0
Aliza,,Staff,15.0,160,2400.0
Alla,,Staff,15.0,160,2400.0
Alleen,,Staff,15.0,160,2400.0
Allegra,,Staff,15.0,160,2400.0
Allen,,Staff,15.0,160,2400.0
Allena,,Staff,15.0,160,2400.0
Allene,,Staff,15.0,160,2400.0
Allie,,Staff,15.0,160,2400.0
Alline,,Staff,15.0,160,2400.0
Allison,,Staff,15.0,160,2400.0
Allyn,,Staff,15.0,160,2400.0
Allyson,,Staff,15.0,160,2400.0
Alma,,Staff,15.0,160,2400.0
Almeda,,Staff,15.0,160,2400.0
Almeta,,Staff,15.0,160,2400.0
Alona,,Staff,15.0,160,2400.0
Alpha,,Staff,15.0,160,2400.0
Alta,,Staff,15.0,160,2400.0
Altagracia,,Staff,15.0,160,2400.0
Altha,,Staff,15.0,160,2400.0
Althea,,Staff,15.0,160,2400.0
Alva,,Staff,15.0,160,2400.0
Alvera,,Staff,15.0,160,2400.0
Alverta,,Staff,15.0,160,2400.0
Alvina,,Staff,15.0,160,2400.0
Alyce,,Staff,15.0,160,2400.0
Alycia,,Staff,15.0,160,2400.0
Alysa,,Staff,15.0,160,2400.0
Alyse,,Staff,15.0,160,2400.0
Alysha,,Staff,15.0,160,2400.0
Alysia,,Staff,15.0,160,2400.0
Alyson,,Staff,15.0,160,2400.0
Alyssa,,Staff,15.0,160,2400.0
Amada,,Staff,15.0,160,2400.0
Amal,,Staff,15.0,160,2400.0
Amalia,,Staff,15.0,160,2400.0
Amanda,,Staff,15.0,160,2400.0
Amber,,Staff,15.0,160,2400.0
Amberly,,Staff,15.0,160,2400.0
Amee,,Staff,15.0,160,2400.0
Amelia,,Staff,15.0,160,2400.0
America,,Staff,15.0,160,2400.0
Ami,,Staff,15.0,160,2400.0
Amie,,Staff,15.0,160,2400.0
Amiee,,Staff,15.0,160,2400.0
Amina,,Staff,15.0,160,2400.0
Amira,,Staff,15.0,160,2400.0
Ammie,,Staff,15.0,160,2400.0
Amparo,,Staff,15.0,160,2400.0
Amy,,Staff,15.0,160,2400.0
An,,Staff,15.0,160,2400.0
Ana,,Staff,15.0,160,2400.0
Anabel,,Staff,15.0,160,2400.0
Analisa,,Staff,15.0,160,2400.0
Anamaria,,Staff,15.0,160,2400.0
Anastacia,,Staff,15.0,160,2400.0
Anastasia,,Staff,15.0,160,2400.0
Andera,,Staff,15.0,160,2400.0
Andra,,Staff,15.0,160,2400.0
Andre,,Staff,15.0,160,2400.0
Andrea,,Staff,15.0,160,2400.0
Andree,,Staff,15.0,160,2400.0
Andrew,,Staff,15.0,160,2400.0
Andria,,Staff,15.0,160,2400.0
Anette,,Staff,15.0,160,2400.0
Angel,,Staff,15.0,160,2400.0
Angela,,Staff,15.0,160,2400.0
Angele,,Staff,15.0,160,2400.0
Angelena,,Staff,15.0,160,2400.0
Angeles,,Staff,15.0,160,2400.0
Angelia,,Staff,15.0,160,2400.0
Angelic,,Staff,15.0,160,2400.0
Angelica,,Staff,15.0,160,2400.0
Angelika,,Staff,15.0,160,2400.0
Angelina,,Staff,15.0,160,2400.0
Angeline,,Staff,15.0,160,2400.0
Angelique,,Staff,15.0,160,2400.0
Angelita,,Staff,15.0,160,2400.0
Angella,,Staff,15.0,160,2400.0
Angelo,,Staff,15.0,160,2400.0
Angelyn,,Staff,15.0,160,2400.0
Angie,,Staff,15.0,160,2400.0
Angila,,Staff,15.0,160,2400.0
Angla,,Staff,15.0,160,2400.0
Angle,,Staff,15.0,160,2400.0
Anglea,,Staff,15.0,160,2400.0
Anh,,Staff,15.0,160,2400.0
Anika,,Staff,15.0,160,2400.0
Anisa,,Staff,15.0,160,2400.0
Anisha,,Staff,15.0,160,2400.0
Anissa,,Staff,15.0,160,2400.0
Anita,,Staff,15.0,160,2400.0
Anitra,,Staff,15.0,160,2400.0
Anja,,Staff,15.0,160,2400.0
Anjanette,,Staff,15.0,160,2400.0
Anjelica,,Staff,15.0,160,2400.0
Ann,,Staff,15.0,160,2400.0
Anna,,Staff,15.0,160,2400.0
Annabel,,Staff,15.0,160,2400.0
Annabell,,Staff,15.0,160,2400.0
Annabelle,,Staff,15.0,160,2400.0
Annalee,,Staff,15.0,160,2400.0
Annalisa,,Staff,15.0,160,2400.0
Annamae,,Staff,15.0,160,2400.0
Annamaria,,Staff,15.0,160,2400.0
Annamarie,,Staff,15.0,160,2400.0
Anne,,Staff,15.0,160,2400.0
Anneliese,,Staff,15.0,160,2400.0
Annelle,,Staff,15.0,160,2400.0
Annemarie,,Staff,15.0,160,2400.0
Annett,,Staff,15.0,160,2400.0
Annetta,,Staff,15.0,160,2400.0
Annette,,Staff,15.0,160,2400.0
Annice,,Staff,15.0,160,2400.0
Annie,,Staff,15.0,160,2400.0
Annika,,Staff,15.0,160,2400.0
Annis,,Staff,15.0,160,2400.0
Annita,,Staff,15.0,160,2400.0
Annmarie,,Staff,15.0,160,2400.0
Anthony,,Staff,15.0,160,2400.0
Antionette,,Staff,15.0,160,2400.0
Antoinette,,Staff,15.0,160,2400.0
Antonetta,,Staff,15.0,160,2400.0
Antonette,,Staff,15.0,160,2400.0
Antonia,,Staff,15.0,160,2400.0
Antonietta,,Staff,15.0,160,2400.0
Antonina,,Staff,15.0,160,2400.0
Antonio,,Staff,15.0,160,2400.0
Anya,,Staff,15.0,160,2400.0
Apolonia,,Staff,15.0,160,2400.0
April,,Staff,15.0,160,2400.0
Apryl,,Staff,15.0,160,2400.0
Ara,,Staff,15.0,160,2400.0
Araceli,,Staff,15.0,160,2400.0
Aracelis,,Staff,15.0,160,2400.0
Aracely,,Staff,15.0,160,2400.0
Arcelia,,Staff,15.0,160,2400.0
Ardath,,Staff,15.0,160,2400.0
Ardelia,,Staff,15.0,160,2400.0
Ardell,,Staff,15.0,160,2400.0
Ardella,,Staff,15.0,160,2400.0
Ardelle,,Staff,15.0,160,2400.0
Ardis,,Staff,15.0,160,2400.0
Ardith,,Staff,15.0,160,2400.0
Aretha,,Staff,15.0,160,2400.0
Argelia,,Staff,15.0,160,2400.0
Argentina,,Staff,15.0,160,2400.0
Ariana,,Staff,15.0,160,2400.0
Ariane,,Staff,15.0,160,2400.0
Arianna,,Staff,15.0,160,2400.0
Arianne,,Staff,15.0,160,2400.0
Arica,,Staff,15.0,160,2400.0
Arie,,Staff,15.0,160,2400.0
Ariel,,Staff,15.0,160,2400.0
Arielle,,Staff,15.0,160,2400.0
Arla,,Staff,15.0,160,2400.0
Arlean,,Staff,15.0,160,2400.0
Arleen,,Staff,15.0,160,2400.0
Arlena,,Staff,15.0,160,2400.0
Arlene,,Staff,15.0,160,2400.0
Arletha,,Staff,15.0,160,2400.0
Arletta,,Staff,15.0,160,2400.0
Arlette,,Staff,15.0,160,2400.0
Arlinda,,Staff,15.0,160,2400.0
Arline,,Staff,15.0,160,2400.0
Arlyne,,Staff,15.0,160,2400.0
Armanda,,Staff,15.0,160,2400.0
Armandina,,Staff,15.0,160,2400.0
Armida,,Staff,15.0,160,2400.0
Arminda,,Staff,15.0,160,2400.0
Arnetta,,Staff,15.0,160,2400.0
Arnette,,Staff,15.0,160,2400.0
Arnita,,Staff,15.0,160,2400.0
Arthur,,Staff,15.0,160,2400.0
Artie,,Staff,15.0,160,2400.0
Arvilla,,Staff,15.0,160,2400.0
Asha,,Staff,15.0,160,2400.0
Ashanti,,Staff,15.0,160,2400.0
Ashely,,Staff,15.0,160,2400.0
Ashlea,,Staff,15.0,160,2400.0
Ashlee,,Staff,15.0,160,2400.0
Ashleigh,,Staff,15.0,160,2400.0
Ashley,,Staff,15.0,160,2400.0
Ashli,,Staff,15.0,160,2400.0
Ashlie,,Staff,15.0,160,2400.0
Ashly,,Staff,15.0,160,2400.0
Ashlyn,,Staff,15.0,160,2400.0
Ashton,,Staff,15.0,160,2400.0
Asia,,Staff,15.0,160,2400.0
Asley,,Staff,15.0,160,2400.0
Assunta,,Staff,15.0,160,2400.0
Astrid,,Staff,15.0,160,2400.0
Asuncion,,Staff,15.0,160,2400.0
Athena,,Staff,15.0,160,2400.0
Aubrey,,Staff,15.0,160,2400.0
Audie,,Staff,15.0,160,2400.0
Audra,,Staff,15.0,160,2400.0
Audrea,,Staff,15.0,160,2400.0
Audrey,,Staff,15.0,160,2400.0
Audria,,Staff,15.0,160,2400.0
Audrie,,Staff,15.0,160,2400.0
Audry,,Staff,15.0,160,2400.0
Augusta,,Staff,15.0,160,2400.0
Augustina,,Staff,15.0,160,2400.0
Augustine,,Staff,15.0,160,2400.0
Aundrea,,Staff,15.0,160,2400.0
Aura,,Staff,15.0,160,2400.0
Aurea,,Staff,15.0,160,2400.0
Aurelia,,Staff,15.0,160,2400.0
Aurora,,Staff,15.0,160,2400.0
Aurore,,Staff,15.0,160,2400.0
Austin,,Staff,15.0,160,2400.0
Autumn,,Staff,15.0,160,2400.0
Ava,,Staff,15.0,160,2400.0
Avelina,,Staff,15.0,160,2400.0
Avery,,Staff,15.0,160,2400.0
Avis,,Staff,15.0,160,2400.0
Avril,,Staff,15.0,160,2400.0
Awilda,,Staff,15.0,160,2400.0
Ayako,,Staff,15.0,160,2400.0
Ayana,,Staff,15.0,160,2400.0
Ayanna,,Staff,15.0,160,2400.0
Ayesha,,Staff,15.0,160,2400.0
Azalee,,Staff,15.0,160,2400.0
Azucena,,Staff,15.0,160,2400.0
Azzie,,Staff,15.0,160,2400.0
Babara,,Staff,15.0,160,2400.0
Babette,,Staff,15.0,160,2400.0
Bailey,,Staff,15.0,160,2400.0
Bambi,,Staff,15.0,160,2400.0
Bao,,Staff,15.0,160,2400.0
Barabara,,Staff,15.0,160,2400.0
Barb,,Staff,15.0,160,2400.0
Barbar,,Staff,15.0,160,2400.0
Barbara,,Staff,15.0,160,2400.0
Barbera,,Staff,15.0,160,2400.0
Barbie,,Staff,15.0,160,2400.0
Barbra,,Staff,15.0,160,2400.0
Bari,,Staff,15.0,160,2400.0
Barrie,,Staff,15.0,160,2400.0
Basilia,,Staff,15.0,160,2400.0
Bea,,Staff,15.0,160,2400.0
Beata,,Staff,15.0,160,2400.0
Beatrice,,Staff,15.0,160,2400.0
Beatris,,Staff,15.0,160,2400.0
Beatriz,,Staff,15.0,160,2400.0
Beaulah,,Staff,15.0,160,2400.0
Bebe,,Staff,15.0,160,2400.0
Becki,,Staff,15.0,160,2400.0
Beckie,,Staff,15.0,160,2400.0
Becky,,Staff,15.0,160,2400.0
Bee,,Staff,15.0,160,2400.0
Belen,,Staff,15.0,160,2400.0
Belia,,Staff,15.0,160,2400.0
Belinda,,Staff,15.0,160,2400.0
Belkis,,Staff,15.0,160,2400.0
Bell,,Staff,15.0,160,2400.0
Bella,,Staff,15.0,160,2400.0
Belle,,Staff,15.0,160,2400.0
Belva,,Staff,15.0,160,2400.0
Benita,,Staff,15.0,160,2400.0
Bennie,,Staff,15.0,160,2400.0
Berenice,,Staff,15.0,160,2400.0
Berna,,Staff,15.0,160,2400.0
Bernadette,,Staff,15.0,160,2400.0
Bernadine,,Staff,15.0,160,2400.0
Bernarda,,Staff,15.0,160,2400.0
Bernardina,,Staff,15.0,160,2400.0
Bernardine,,Staff,15.0,160,2400.0
Berneice,,Staff,15.0,160,2400.0
Bernetta,,Staff,15.0,160,2400.0
Bernice,,Staff,15.0,160,2400.0
Bernie,,Staff,15.0,160,2400.0
Berniece,,Staff,15.0,160,2400.0
Bernita,,Staff,15.0,160,2400.0
Berry,,Staff,15.0,160,2400.0
Berta,,Staff,15.0,160,2400.0
Bertha,,Staff,15.0,160,2400.0
Bertie,,Staff,15.0,160,2400.0
Beryl,,Staff,15.0,160,2400.0
Bess,,Staff,15.0,160,2400.0
Bessie,,Staff,15.0,160,2400.0
Beth,,Staff,15.0,160,2400.0
Bethanie,,Staff,15.0,160,2400.0
Bethann,,Staff,15.0,160,2400.0
Bethany,,Staff,15.0,160,2400.0
Bethel,,Staff,15.0,160,2400.0
Betsey,,Staff,15.0,160,2400.0
Betsy,,Staff,15.0,160,2400.0
Bette,,Staff,15.0,160,2400.0
Bettie,,Staff,15.0,160,2400.0
Bettina,,Staff,15.0,160,2400.0
Betty,,Staff,15.0,160,2400.0
Bettyann,,Staff,15.0,160,2400.0
Bettye,,Staff,15.0,160,2400.0
Beula,,Staff,15.0,160,2400.0
Beulah,,Staff,15.0,160,2400.0
Bev,,Staff,15.0,160,2400.0
Beverlee,,Staff,15.0,160,2400.0
Beverley,,Staff,15.0,160,2400.0
Beverly,,Staff,15.0,160,2400.0
Bianca,,Staff,15.0,160,2400.0
Bibi,,Staff,15.0,160,2400.0
Billi,,Staff,15.0,160,2400.0
Billie,,Staff,15.0,160,2400.0
Billy,,Staff,15.0,160,2400.0
Billye,,Staff,15.0,160,2400.0
Birdie,,Staff,15.0,160,2400.0
Birgit,,Staff,15.0,160,2400.0
Blair,,Staff,15.0,160,2400.0
Blake,,Staff,15.0,160,2400.0
Blanca,,Staff,15.0,160,2400.0
Blanch,,Staff,15.0,160,2400.0
Blanche,,Staff,15.0,160,2400.0
Blondell,,Staff,15.0,160,2400.0
Blossom,,Staff,15.0,160,2400.0
Blythe,,Staff,15.0,160,2400.0
Bobbi,,Staff,15.0,160,2400.0
Bobbie,,Staff,15.0,160,2400.0
Bobby,,Staff,15.0,160,2400.0
Bobbye,,Staff,15.0,160,2400.0
Bobette,,Staff,15.0,160,2400.0
Bok,,Staff,15.0,160,2400.0
Bong,,Staff,15.0,160,2400.0
Bonita,,Staff,15.0,160,2400.0
Bonnie,,Staff,15.0,160,2400.0
Bonny,,Staff,15.0,160,2400.0
Branda,,Staff,15.0,160,2400.0
Brande,,Staff,15.0,160,2400.0
Brandee,,Staff,15.0,160,2400.0
Brandi,,Staff,15.0,160,2400.0
Brandie,,Staff,15.0,160,2400.0
Brandon,,Staff,15.0,160,2400.0
Brandy,,Staff,15.0,160,2400.0
Breana,,Staff,15.0,160,2400.0
Breann,,Staff,15.0,160,2400.0
Breanna,,Staff,15.0,160,2400.0
Breanne,,Staff,15.0,160,2400.0
Bree,,Staff,15.0,160,2400.0
Brenda,,Staff,15.0,160,2400.0
Brenna,,Staff,15.0,160,2400.0
Brett,,Staff,15.0,160,2400.0
Brian,,Staff,15.0,160,2400.0
Briana,,Staff,15.0,160,2400.0
Brianna,,Staff,15.0,160,2400.0
Brianne,,Staff,15.0,160,2400.0
Bridget,,Staff,15.0,160,2400.0
Bridgett,,Staff,15.0,160,2400.0
Bridgette,,Staff,15.0,160,2400.0
Brigette,,Staff,15.0,160,2400.0
Brigid,,Staff,15.0,160,2400.0
Brigida,,Staff,15.0,160,2400.0
Brigitte,,Staff,15.0,160,2400.0
Brinda,,Staff,15.0,160,2400.0
Britany,,Staff,15.0,160,2400.0
Britney,,Staff,15.0,160,2400.0
Britni,,Staff,15.0,160,2400.0
Britt,,Staff,15.0,160,2400.0
Britta,,Staff,15.0,160,2400.0
Brittaney,,Staff,15.0,160,2400.0
Brittani,,Staff,15.0,160,2400.0
Brittanie,,Staff,15.0,160,2400.0
Brittany,,Staff,15.0,160,2400.0
Britteny,,Staff,15.0,160,2400.0
Brittney,,Staff,15.0,160,2400.0
Brittni,,Staff,15.0,160,2400.0
Brittny,,Staff,15.0,160,2400.0
Bronwyn,,Staff,15.0,160,2400.0
Brook,,Staff,15.0,160,2400.0
Brooke,,Staff,15.0,160,2400.0
Bruna,,Staff,15.0,160,2400.0
Brunilda,,Staff,15.0,160,2400.0
Bryanna,,Staff,15.0,160,2400.0
Brynn,,Staff,15.0,160,2400.0
Buena,,Staff,15.0,160,2400.0
Buffy,,Staff,15.0,160,2400.0
Bula,,Staff,15.0,160,2400.0
Bulah,,Staff,15.0,160,2400.0
Bunny,,Staff,15.0,160,2400.0
Burma,,Staff,15.0,160,2400.0
Caitlin,,Staff,15.0,160,2400.0
Caitlyn,,Staff,15.0,160,2400.0
Calandra,,Staff,15.0,160,2400.0
Calista,,Staff,15.0,160,2400.0
Callie,,Staff,15.0,160,2400.0
Camelia,,Staff,15.0,160,2400.0
Camellia,,Staff,15.0,160,2400.0
Cameron,,Staff,15.0,160,2400.0
Cami,,Staff,15.0,160,2400.0
Camie,,Staff,15.0,160,2400.0
Camila,,Staff,15.0,160,2400.0
Camilla,,Staff,15.0,160,2400.0
Camille,,Staff,15.0,160,2400.0
Cammie,,Staff,15.0,160,2400.0
Cammy,,Staff,15.0,160,2400.0
Candace,,Staff,15.0,160,2400.0
Candance,,Staff,15.0,160,2400.0
Candelaria,,Staff,15.0,160,2400.0
Candi,,Staff,15.0,160,2400.0
Candice,,Staff,15.0,160,2400.0
Candida,,Staff,15.0,160,2400.0
Candie,,Staff,15.0,160,2400.0
Candis,,Staff,15.0,160,2400.0
Candra,,Staff,15.0,160,2400.0
Candy,,Staff,15.0,160,2400.0
Candyce,,Staff,15.0,160,2400.0
Caprice,,Staff,15.0,160,2400.0
